,user,time,text,likes,comments,repost,share,url
754,t.c.n.q_timothy,2024-11-05,"(로마서 5장 / 개역개정)
8. 우리가 아직 죄인 되었을 때에 그리스도께서 우리를 위하여 죽으심으로 하나님께서 우리에 대한 자기의 사랑을 확증하셨느니라(욥기 23장 / 개역개정)
10. 그러나 내가 가는 길을 그가 아시나니 그가 나를 단련하신 후에는 내가 순금 같이 되어 나오리라나도 좋은 말씀보고 힘냈으면 좋겠어서 남겨봐 ㅎㅎ
많이 힘들지?? 내가 힘듬을 가늠할 순 없지만, 스친이는 힘든 와중에 주변 사람들을 생각했다는 것만으로도 정말 단단한 사람 같아서 이겨낼 수 있을거라 생각해 내가 나를 사랑하지 않아도 하나님은 항상 사랑하셨고, 사랑하시고 계시니깐 스친이도 본인을 사랑하게 될거라고 믿어🤍 마음의 짐을 내려놓고 진심으로 기쁠 때가 오면 마음껏 기뻐할 수 있게 힘들 땐 그냥 힘들다고 인정하고 슬퍼해도 돼 다시 툭툭 털고 일어나자 혼자가 아닌걸 이미 알고 있는데??🤗🤗31",3.0,1.0,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
755,arbolbajo,2024-11-05,고마워 정말 난 혼자가 아닌걸 알고 있나봐 감사하다 하나님이 나 단련하고 계신가봐 믿고 나아가봐야겠다!1,1.0,,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
756,ikjyy66,2024-11-04,기도할께요!21,2.0,1.0,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
757,arbolbajo,2024-11-05,감사합니다!,,,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
758,youngwon9091,2024-11-05,"나도 너무 힘들 때는 그런 기도 참 지겹도록 많이 했어.ㅠ 하나님께서 그런 기도 기쁘지 않다고 하지말라고 하셨음에도 불구하고 계속했지.ㅠ 그랬던 내게 내려진 처방은 걷기였어. 나가서 자연도 살펴보면서 걸었더니.. 조금씩 나아지더라. 자연에는 때가 있잖아~~ 봄이 지나면 여름, 가을 겨울.. 너무 찌는 듯한 더위에 낙심하지 마~~ 시간이 조금 더 지나고 나면 선선한 가을이 올거야.. 스친이의 인생에도 꼭! 선선한 바람 부는 시원한 가을이 오길 바래♡♡♡♡♡ 잘 견딜 수 있을거야! 잘 지나가게 될거야.!!♡31",3.0,1.0,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
759,arbolbajo,2024-11-05,나도 걸으면서 전에 좋아졌는데 요즘엔 그걸 또 잊고 지냈네 고마워 요즘 날씨도 좋던데 낮에 차분히 걸어봐야겠다21,2.0,1.0,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
760,youngwon9091,2024-11-05,화이팅♡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!ㅋㅋㅋㅋ♡,,,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
761,gggdvoice,2024-11-04,"말라기 4장
2. 내 이름을 경외하는 너희에게는 공의로운 해가 떠올라서 치료하는 광선을 비추리니 너희가 나가서 외양간에서 나온 송아지 같이 뛰리라요한복음 20장
21. 예수께서 또 이르시되 너희에게 평강이 있을지어다 아버지께서 나를 보내신 것 같이 나도 너희를 보내노라샬롬 🙏1531",15.0,3.0,1.0,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
762,more_beneficial,2024-11-04,같이 기도할게요3,3.0,,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
763,haew0ni,2024-11-04,"응원하고 기도해요! 하나님과 동행하며 하루하루의 감사함이 주어지길, 그리고 평안과 치유를 위해 기도해요 🙏🏻2",2.0,,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
764,yoon_zion_82,2024-11-04,기도할께~ 꼭!!,,,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
765,josephyook,2024-11-04,🙏2,2.0,,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
766,vikiema87,2024-11-05,"난 죽을거 같아도 하나님은 살리시는 분이라는 걸 잊지마...
죽고싶을 때마다 하나님을 찬양해봐..
난 그게 날 살린거 같아난 죄인이고 악하고 연약하지만..
주님은 거룩하시고 선하시고 신실하시니깐
내 낮은 자리에서 기도하며
내 넘어짐을 보시지만
그런 날 사랑하시고 기다리시고
새우시고 일하실거야...하나님을 찬양하자
그럼 내 아픔이 주님의 찬양이 되는거잖아2",2.0,,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
767,seunghan8282,2024-11-04,,,,,,https://www.threads.net/@arbolbajo/post/DB8Jy4lujhC
768,leelime28,2024-11-03,"매일을 달려야 할 필요는 없어요. 쉬어가는 날은 다음의 달릴 시간을 위한 준비라고 생각하고, ’괜찮으니까 하루 쉬어가자고‘ 내가 맘 편히 쉬도록 해주세요.11",1.0,1.0,,,https://www.threads.net/@arbolbajo/post/DB5T0C4uiHW
769,arbolbajo,2024-11-04,물리적인 시간은 있는데 마음이 쫓겨서 잘 못 쉬겠어요 🥲1,,1.0,,,https://www.threads.net/@arbolbajo/post/DB5T0C4uiHW
770,leelime28,2024-11-04,어짜피 능률도 안 오르니까 미리 하루는 쉬는 날 정하는 시도을 해보시는건 어떨까 생각해요(매번 그럴수는 없으니까 부담스럽지 않게요 ㅎㅎ),,,,,https://www.threads.net/@arbolbajo/post/DB5T0C4uiHW
771,leelime28,2024-11-01,오늘 하루 너무 멋지게 보냈네! 감사한 하루다 🙏🏼11,1.0,1.0,,,https://www.threads.net/@arbolbajo/post/DBzgc1RpSN2
772,arbolbajo,2024-11-01,계속 감사한 마음 가지고 나아가 볼게 🙏🙏11,1.0,1.0,,,https://www.threads.net/@arbolbajo/post/DBzgc1RpSN2
773,leelime28,2024-11-01,응 오늘 하루도 응원할게,,,,,https://www.threads.net/@arbolbajo/post/DBzgc1RpSN2
774,suna216,2024-10-21,계기가있었을까?,,,,,https://www.threads.net/@wishandwind/post/DBYYjEBPYqP
775,molaima77,2024-10-21,편하게하고 부정적인 댓글은 신경쓰지말고 바로 차단해... 함께 이겨나가보자구...1,1.0,,,,https://www.threads.net/@wishandwind/post/DBWR8LkPja5
776,hagosipeun__mal,2024-10-21,그래 해보자,,,,,https://www.threads.net/@wishandwind/post/DBWR8LkPja5
777,hojeondasil,2024-10-21,많은 사람들이 도움이 될 것 같아,,,,,https://www.threads.net/@wishandwind/post/DBWR8LkPja5
778,lee_jjongeun,2024-10-21,뭐든 얘기해 들어줄께 :-),,,,,https://www.threads.net/@wishandwind/post/DBWR8LkPja5
779,piggysummer84,2024-10-21,힘내,,,,,https://www.threads.net/@wishandwind/post/DBWR8LkPja5
780,parkpungsung,2024-10-21,"너용기있다
너가자랑스러워",,,,,https://www.threads.net/@wishandwind/post/DBWR8LkPja5
781,hahahohiho4,2024-11-04,가벼운 자전거를 타야 그나마 배우기 쉬워. 쓰니 약골이지?11,1.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
782,plainnn_,2024-11-04,웅.. 나 약골이야..11,1.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
783,hahahohiho4,2024-11-04,안장이 높지 않고 가벼운 자전거로 시작해봐. 힘으로 자전거를 이기지 못 해서 그래. 성인 때 배우면 오히려 쉽게 배워.11,1.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
784,plainnn_,2024-11-04,머시따..,,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
785,dj_highway_remix,2024-11-04,일단 세발부터 배워..22,2.0,2.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
786,snowpine1109,2024-11-04,"뵈기 싫고 그런게 어디있어, 누구든 다 처음이 있는거지!171",17.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
787,plainnn_,2024-11-04,ㅠㅠ흑 스치니들 다 착해..1,1.0,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
788,hanyijoo92,2024-11-04,"처음부터 잘타는 사람이 어딨어. 조금은 넘어지면서 배울 수도 있으니까, 보호대 긴옷 꼭 착용하고11",1.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
789,plainnn_,2024-11-04,응!!1,1.0,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
790,sportsfandom,2024-11-04,두발연습해11,1.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
791,plainnn_,2024-11-04,해봤는데ㅠㅠ,,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
792,halphas68,2024-11-04,"4발 탈꺼면 자동차 어때요? 굳이 자전거 탈 필요성이 없어서 자전거타고 한강 달리는 커플의 로망이 아닌이상.
내 주윗사람들도 자전거 타고다니는 사람보단 자차 타고 다니는 사람이 많을정도11",1.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
793,plainnn_,2024-11-05,자차는 이미 있을게.. 탄지 오래됐을게..! 운전은 잘 한다고 말해줄게..!,,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
794,wondereffy,2024-11-04,의외로 아무도 신경안쓸껄?11,1.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
795,plainnn_,2024-11-04,오히려 좋아!,,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
796,jeon_younghoon,2024-11-04,보조바퀴 하루면 뗄껄11,1.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
797,plainnn_,2024-11-04,징짜?ㅠㅠ,,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
798,parksohee8214,2024-11-04,"아이 1학년때 1주일만에 마스터하더라
금방 배울겨11",1.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
799,plainnn_,2024-11-04,고마워ㅠㅠ,,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
800,august_lee816,2024-11-04,꼴뵈기 싫은건 뭐든 해보려는 사람의 용기를 하찮게 여기는 시선이지 :)81,8.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
801,plainnn_,2024-11-04,용기난다!!1,1.0,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
802,tlatjdals,2024-11-04,"타인에게 피해 안주고 즐겁게 타면 됐지 뭐.
남의 시선이 뭐가 중요해?
오히려 열심히 즐기는 모습이 멋져보일거 같은데?31",3.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
803,plainnn_,2024-11-04,고마워ㅠㅠ1,1.0,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
804,2ju.hee,2024-11-04,"난지금도 맨날 자빠짐 ㅋㅋㅋㅋㅋㅋㅋㅋ
갠차나 원래 넘어지면서타는고야11",1.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
805,grinjh,2024-11-04,멘탈 리스펙!ㅋ21,2.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
806,2ju.hee,2024-11-04,"넘어지는거 무서워버리면 
자전거도 안타고 싶어져서 
그거 겁먹으면 안되겠더라구요!!21",2.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
807,grinjh,2024-11-04,자전거는 겁내는 순간 넘어져요 ㅋㅋ 과감하게!2,2.0,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
808,bosal_the_driver,2024-11-04,"1.페달을 뗀다
2. 양발이 땅에닿을정도로 안장 낮추기
3. 한시간 정도 발로 밀면서 다님
4. 다시 페달달고 안장 조금 높이기일케하면 금방탐우리 어머니 60세 다되서 이렇게 가르쳐드리니
타시더라81",8.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
809,jung_ae_park,2024-11-04,이게 정답임. 균형부터 익히고 페달 밟으면 금방이야21,2.0,1.0,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
810,love1004_dog,2024-11-05,균형은 개뿔ㅋㅋㅋ 뭐 틀린말은 아니긴 한데 정답도아님ㅎ,,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
811,______jin31,2024-11-04,배움에 나이가 어디 있냐는 말이 생각난다1,1.0,,,,https://www.threads.net/@plainnn_/post/DB720COPLIA
812,sujin092780,2024-11-01,왜 무슨일 있었?,,,,,https://www.threads.net/@plainnn_/post/DB07UyMv48h
813,romeo_go_bjj,2024-11-01,🙏🙏🙏,,,,,https://www.threads.net/@plainnn_/post/DB07UyMv48h
814,eeseul_0124,2024-11-02,오ㅐ 우리 이쁜이 누가 그래쪼,,,,,https://www.threads.net/@plainnn_/post/DB07UyMv48h
815,romeo_go_bjj,2024-10-28,주짓수 해봐~~ 진짜 재밋어~1,1.0,,,,https://www.threads.net/@plainnn_/post/DBqBAWLvYMH
816,uwa_seongho,2024-10-23,황보라 느낌 있네 💛 난 여자가 필요하니 스치니 하며 미래를 그려볼까?1,1.0,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
817,shindong74,2024-10-22,얼마면 돼??1,,1.0,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
818,plainnn_,2024-10-23,11,1.0,1.0,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
819,shindong74,2024-10-23,한 대 맞음??1,,1.0,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
820,plainnn_,2024-10-24,말넘심ㅜ11,1.0,1.0,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
821,shindong74,2024-10-24,쏴리,,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
822,nekojubang,2024-10-22,송혜교씬가요 ㅋㅋ1,1.0,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
823,byeongseobyug3,2024-10-23,일하기시러도. 일를해1,,1.0,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
824,plainnn_,2024-10-23,하고잇어..,,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
825,ksf8363,2024-10-22,500원1,,1.0,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
826,plainnn_,2024-10-23,너무 큰돈이다.. 거절할게..1,1.0,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
827,iyongpil10,2024-10-23,원 하는되로 줄께요1,1.0,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
828,jangun269,2024-10-22,엘포인트 200점은 줄수있음1,,1.0,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
829,plainnn_,2024-10-23,너무 과해..,,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
830,sleepingkoala85,2024-10-23,뒤에 시럽펌프 오와열 맞춰주고프네...1,,1.0,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
831,plainnn_,2024-10-23,ㅋㅋㅋㅋㅋㅋㅋㅋ,,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
832,iyongpil10,2024-10-23,왜 내답글 에는 답 안하는지1,,1.0,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
833,plainnn_,2024-10-24,할말이 없지 않았을까,,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
834,hash8230,2024-10-23,0원,,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
835,the_shineplus,2024-10-23,조선족들 스레드에 판을 친다더니...낚시질 열심히 하네 ㅋ1,,1.0,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
836,plainnn_,2024-10-23,조선족이요..?,,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
837,darkman1134,2024-10-22,얼마면돼~ 얼마면되냐고~1,1.0,,,,https://www.threads.net/@plainnn_/post/DBaS9HbPZKz
838,plainnn_,2024-10-14,"오늘 아침에 집에서 나오기 전에 주무르던 우리집 고양이는 너무 따뜻하고 말랑말랑했는데,
그 죽은 애기고양이는 너무 딱딱햇어. 죽은 모습 그대로 들어올려지는데 기분이 너무 이상해. 
고양이가.. 말랑말랑 해야 할 아가가 너무 딱딱하니까..
너무 슬프고 안쓰럽고
도로 옆에 풀숲에 옮겨놨어.(사실 잘 한건지는 모르겠어)
집에 와서 우리집 고양이 보니까 또 떠올라서 계속 슬프네.
부디 하늘나라에서는, 자동차 없는 곳에서 맘껏 뛰어 놀기를
아가 냥이를 위해 잠시 기도를 했어.
나는 로드킬 당하는 모든 동물들을 보면 항상 마음이 아파.
어제 이런저런 일에 아가냥이까지.
우울하고 뒤숭숭해봐서 여기에 털어놔봐.오늘도 다들 아무런 사건사고 없는 하루 보내길 바라!1127",112.0,7.0,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
839,november_zip,2024-10-14,나 예전 출근길에 로드킬당해서 반쯤기어가던 아이를 지나쳣는데;;;; 외곽도로인데다 신호가 없어서 90-100키로 속도로 달리는 곳이거든;;; 정말 눈물이 펑펑 쏟아져서 출근길에 대성통곡하면서 눈물때문에 앞을 보기기 힘들어 중간에 졸음쉼터에 들러서 신랑한테 전화해서 얘기하고 출근했었지…. 아직도 그길만 지나다니면 그아이가 생각나서 … 맘이아파… 여전히 길에사 죽는 아이들이 많아서 슬프다152,15.0,2.0,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
840,korean_jesus_yale,2024-10-14,"그런 아가들이 없길 바라야겠고
용기내어 행동한 스친이 멋찌당👍👍8",8.0,,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
841,immiran4149,2024-10-14,"정말 큰 용기야~
난 차타고 가면 로드킬 당한 아이 보면 좋은곳으로 가라 라는 말 밖에 못 해줬는데 쓰니~정말 멋져~!!3",3.0,,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
842,sujin092780,2024-10-14,"잘 했어
난 토요일 새벽에 성묘 로드킬당한 아이 가드러일 뒤쪽으로 옴겨줘는데6",6.0,,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
843,yung_hwa_,2024-10-14,120번 전화하면 사체 수거해간대 나도 두번세번 밟힌모습 너무 처참할거같아서 비닐꺼내서 잡고 한쪽으로 옮겨서 전화했고 담날보니 없더라5,5.0,,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
844,romeo_go_bjj,2024-10-14,😢🙏2,2.0,,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
845,imjo,2024-10-14,우리 동네는 길 고양이는 없는데 다람쥐 청설모 라쿤 스컹크 이런 동물들이 주로 로드킬 많이 당해 내 차앞에 보일때는 최대한 늦게 달려 길 건너도록 해주는데 로드킬 당한 동뮬들 보면 맘 속으로 빌어주곤 해 좋은곳으로 가고 다음엔 더 좋은걸로 태어나라 하고4,4.0,,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
846,tyra__1004,2024-10-15,"너무 마음이 예쁘다 스친이..복 받을겨..
나도 고양이딸 키우는 집사라..
로드킬 당한 애기들보면 너무 가슴아파🥹😭
몇번은 로드킬 당한 애기 신고해주고,
내가 하고 있던 스카프로 덮어준게 생각나네..
스친이 마음이 넘 예뻐서 애기도 고별에서 고맙다고 할거야..^^4",4.0,,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
847,love_catherine_cathy,2024-10-14,나는 그래서 다이소에서 호미랑 삽을 사서 트렁크에 넣어다녀. ㅠㅠ 신문지로 싸서 묻어주면 훨 낫더라구ㅠㅠ 근데 로드킬 당한 아이들 보면 하루 종일 기분이 안 좋지 ㅠㅠ 더 이상 손상 되지 말라고 옮길때 보면 아이들이 따뜻한 애도 있고ㅠㅠ 엄청 차가워서 딱딱해진 애들도 있어. 오늘 고마웠어. 덕분에 아이가 무지개 다리를 잘 건널거야.11,11.0,,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
848,satellite.union,2024-10-15,성숙하고 고귀한 마음을 가졌다. 길고양이 밥주는거 만으로도 벌레 취급 캣맘충이라며 혐오하고 난리인 세상에 죽은 냥이에게까지 약한 존재를 보호하려는 마음을 내어줄 수 있는 사람이 흔하지 않아. 너무 감사하고 멋지다.9,9.0,,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
849,edward_louis._.catstagram,2024-10-14,"대단하다.난 치워주려고 했다가 못 만졌어 대신 구청에 전화만…그 다음부턴 차량용 세차용 수건, 고무장갑 새거 트렁크에 넣어놨어.8",8.0,,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
850,k121700,2024-10-14,"나도 전에 동네에서 지나가다가 길에서 아주 작은 애기 고양이 고별로 떠난거 봤어... 
옆쪽 화단?으로 옮겨줬어 
마음이 좀 그렇더라....9",9.0,,,,https://www.threads.net/@plainnn_/post/DBF1MT0P51C
